example_id,title,abstract,stage_2_true,stage_3_true,stage_2_binary,stage_3_binary,llm_decision,llm_binary,llm_reasoning,experiment_id,dataset_source,system_prompt_id,user_prompt_id,model,temperature,timestamp
29,{An efficient code gateway for RFID seamless applications},"This work presents novel design schemes for the code gateway between the
electronic product code (EPC) and ubiquitous ID (uID) for
radio-frequency identification (RFID) technology solutions. Interfaces
of the gateway that are implemented include the system interface, EPC
discovery service (DS), uID DS, and the certification card mechanism.
Five major operations are also developed, including inquiry of EPC DS,
uID DS, code diversion mechanism, PIN-IC interface, and code conversion
mechanism. Simulation results indicate that in addition to providing
codes diversion and conversion, the proposed code gateway achieves
low-order conformity between these two systems. Moreover, the
implemented EPC DS and uID DS interface provide immediate commodity news
and exchange of historical information. In addition to delivering
inevitable processing efficiency, the integrated system between these
two systems significantly improves ubiquitous computing environments.
Copyright (c) 2011 John Wiley {\&} Sons, Ltd.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE  
**Reasoning:** The abstract does not meet the inclusion criteria for the systematic literature review on media diversity in political communication. It focuses on RFID technology solutions and code gateway design, which does not involve empirical or theoretical research on media content or market analysis (IC1, IC2). Additionally, there is no mention of diversity analysis in media (IC3). The abstract is centered on technological solutions and interfaces, not on media diversity or political communication, thus failing to meet the core focus of the review.",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:18:53.977258
30,{I Don't Like You Any More: FACEBOOK Unfriending by Israelis During the Israel-Gaza Conflict of 2014},"This article explores Facebook unfriending during the Israel-Gaza conflict of 2014. We suggest that politically motivated unfriending is a new kind of political gesture. We present an analysis of a survey of 1,013 Jewish Israeli Facebook users. A total of 16{\%} of users unfriended or unfollowed a Facebook friend during the fighting. Unfriending was more prevalent among more ideologically extreme and more politically active Facebook users. Weak ties were most likely to be broken, and respondents mostly unfriended people because they took offense at what they had posted or disagreed with it. Although social network sites may expose people to diverse opinions, precisely by virtue of the many weak ties users have on them, our findings show these ties to be susceptible to dissolution. {\textcopyright} 2015 International Communication Association.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE

**Reasoning:** The abstract does not meet the inclusion criteria for several reasons. While it involves empirical research (IC1), it does not focus on media content or market analysis (IC2), as it centers on social media behavior rather than media content itself. Additionally, the study does not primarily focus on diversity analysis in media (IC3). The mention of exposure to diverse opinions is peripheral and not the primary focus of the study, which is more about the behavior of unfriending on Facebook during a conflict. Therefore, it fails to meet the criteria for inclusion and is excluded based on EC2 (No media content/market focus), EC5 (No diversity focus), and EC7 (Peripheral diversity mention).",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:19:03.105915
31,"{International communication, ethnography, and the challenge of globalization}","This article articulates media ethnography with international
communication theory in the context of globalization. It explores the
history and regional trajectories of media ethnography, as well as
anthropology's epistemological and political issues of representation
that have become relevant to media studies. The authors argue that
rethinking the limits and potential of media ethnography to address
cultural consumption also necessarily involves considering how
ethnography can serve to engender a vision of international
communication theory grounded in the practices of everyday life. This
reformulation is crucial at a time when some media scholars celebrate
difference via microassessments of postcolonial locales and the
plurality of cultures without attempting to consider global structural
concerns. In fact, the authors argue, if media ethnographies are
rigorously developed, they can offer international communication theory
the material to bridge the gap between meaning and structure without
losing site of the complexity, context, and power imbalances inherent in
processes of globalization.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE

**Reasoning:** The abstract does not meet the inclusion criteria for the systematic literature review on media diversity in political communication. While it discusses media ethnography and international communication theory, it does not focus on media content or market analysis (IC2) or diversity analysis in media (IC3). The abstract lacks any mention of key terms related to diversity analysis such as filter bubbles, echo chambers, or newsroom diversity. Additionally, the focus is on the theoretical aspects of media ethnography and international communication rather than empirical or theoretical research specifically addressing media diversity. Therefore, it does not satisfy the necessary inclusion criteria and should be excluded.",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:19:07.196737
32,{Have You Heard?: US JOURNALIStic “listening” in cacophonous times},"This study seeks to understand “listening” as a practice and norm of journalism in the context of an eruption of journalistic discourse about listening surrounding the 2016 US election. An examination of US journalists' own discourse about listening pointed to an understanding of the need to listen more, better, and to a more diverse set of voices. The widespread criticism of journalism's performance frequently pointed to failures of listening as a root cause of the more general failure to adequately cover the campaign. Thus, listening involved a set of skills, but was also sometimes construed as a moral obligation. Overall, however, the discourse showed an anemic understanding of listening, often pointing to the public's inability to listen to journalists. {\textcopyright} 2018, {\textcopyright} 2018 Informa UK Limited, trading as Taylor {\&} Francis Group.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE

**Reasoning:** The abstract does not meet the inclusion criteria for several reasons. While it discusses the concept of ""listening"" in journalism, it does not focus on media content or market analysis (IC2) or diversity analysis in media (IC3). The mention of ""a more diverse set of voices"" is peripheral and not the primary focus of the study, which is on the practice of listening in journalism (EC7). Additionally, the abstract does not provide evidence of empirical or theoretical research related to media diversity (IC1). Therefore, it does not meet the necessary criteria for inclusion in the systematic literature review.",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:19:11.161027
33,{How TWITTER affects academic library users},"Purpose: This study aims to determine the influence of social networking Twitter library on the level of utilization of college libraries. Design/methodology/approach: The method used to explore this problem is explanative as it uses the multiple linear regression test. The research location is at Universitas Airlangga Library, Surabaya, Indonesia. The sampling technique was purposive, as it used the criteria of the academic community of Airlangga University that became an active member or often visited the homepage of the library's Twitter account at least three times in the past one month. The sample of this study was 220 respondents. Findings: The results of this study illustrate that the satisfaction of users of social networking Twitter library which includes surveillance, diversion/entertainment, personal identity and social relationship, either partially or simultaneously, affects the utilization of the college library. Originality/value: Based on these results, libraries should always provide services in accordance with the characteristics of user behavior. In the era of booming social media Twitter for teenagers who are the largest users of college libraries, the use of social networking medium Twitter is considered effective in the libraries of universities. {\textcopyright} 2018, Emerald Publishing Limited.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE

**Reasoning:** The abstract does not meet the inclusion criteria for the systematic literature review on media diversity in political communication. Specifically, it fails to meet IC2 and IC3. The study focuses on the influence of Twitter on the utilization of college libraries, which does not involve media content or market analysis related to political communication (IC2). Additionally, there is no analysis of diversity in media, as the study is centered on library usage and user satisfaction rather than diversity-related concepts such as filter bubbles, echo chambers, or media market diversity (IC3). Furthermore, the study's focus on library users and social media usage does not align with the central theme of media diversity in political communication.",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:19:15.587763
34,{Socially MEDIAted internet surveys: Recruiting participants for online experiments},"The Socially Mediated Internet Survey (SMIS) method is a cost-effective technique used to obtain web-based, adult samples for experimental research in political science. SMIS engages central figures in online social networks to help recruit participants among visitors to these websites, yielding sizable samples for experimental research. We present data from six samples collected using the SMIS method and compare them to those gathered by other sampling approaches such as Amazon's Mechanical Turk. While not representative of the general adult population, our SMIS samples are significantly more diverse than undergraduate convenience samples, not only demographically but also politically. We discuss the applicability of the method to experimental research and its usefulness for obtaining samples of special, politically relevant subpopulations such as political sophisticates and activists. We argue that the diversity of SMIS samples, along with the ability to capture highly engaged citizens, can circumvent questions about the artificiality of political behavior experiments entirely based on student samples and help to document sources of heterogeneous experimental treatment effects. {\textcopyright} American Political Science Association 2013.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE

**Reasoning:** The abstract does not meet the inclusion criteria for the following reasons: 

1. **EC2**: The focus is on a survey method (SMIS) for recruiting participants for online experiments, not on media content or market analysis. The term ""media"" is used in the context of ""socially mediated internet surveys,"" which does not align with the focus on media content or market analysis as required by IC2.

2. **EC3**: Media is used as a context for recruiting participants rather than being central to the analysis. The study is about the recruitment method and sample diversity, not about media diversity or content analysis.

3. **EC5**: While the abstract mentions diversity, it refers to the diversity of survey samples (demographically and politically), not media diversity. The focus is on the diversity of participants in surveys, which does not meet the criteria for media diversity analysis (IC3).

4. **EC6**: The diversity focus is on the sample of respondents, not on media content or market diversity, which is required for inclusion.

Overall, the abstract does not address media diversity in political communication, which is the central theme of the systematic literature review.",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:19:22.064545
35,"{One religion, many identities? the reception of Islam related NEWS items by Muslim women with Turkish, Moroccan and Flemish roots in Flanders}","This paper contributes to the existing body of knowledge regarding the relationship between media and diasporic identity formation by moving beyond the notion of Muslim women as a uniform group and questioning the dichotomy of the West versus Islam. To investigate the (versatility of the) relationship between media, culture and (re)created collective identities, focus group interviews were carried out with Muslim women with Turkish, Moroccan and Flemish roots, all living in Flanders. They were shown a number of news items representative of public service broadcasting and commercial television newscasts that were analyzed for the representation of ethnic minorities, followed by focus group discussions. The results demonstrate the diversity and hybridity within the Muslim women's identities-with religious, ethnic and cultural aspects mediating the reception of these media texts resulting in a 'polyphony' of Muslim identities. {\textcopyright} 2012 by Koninklijke Brill N.V., Leiden.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE

**Reasoning:** The abstract does not meet the inclusion criteria for the following reasons: 

1. **IC2** and **IC3**: While the study involves media content (news items), the primary focus is on identity formation among Muslim women rather than a diversity analysis of the media itself. The diversity discussed pertains to the identities of the women rather than diversity within the media content or market.

2. **EC5** and **EC6**: The focus is on the diversity of identities among the participants rather than diversity within the media content. The abstract does not indicate an analysis of media diversity, such as diversity of sources or perspectives within the news items.

3. **EC7**: The mention of diversity is peripheral to the media content itself, as it relates to the diversity of identities among the audience rather than the media content or market.

Therefore, the abstract does not align with the primary focus of the systematic review on media diversity in political communication.",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:19:28.668337
36,{Composing Excitement: Understanding the Visual Rhetoric of the Voice},"Reality TV has been increasingly studied by media and cultural studies
scholars and practitioners, becoming a subject of critique across the
disciplines of communication. While many reality TV programs have been
the target of analysis for racism, sexism, and violence cultivation, not
much has been done to explore the visual compositions in this genre to
consider the rhetoric of excitement or audience stimulation. Using a
data-driven approach, this article examines the visual formats and
presentational structures employed by a popular reality franchise vocal
competition show, The Voice, as produced in China, America, and the
United Kingdom. Through a comparative content analysis, the author
examines the 2014 finale performances of each version of the show,
focusing on their stage design, cinematography, and screen graphics.
This study finds distinctions in the show's visual mechanism across
three countries, thus suggesting imperative insights to the diversity of
visual characterization and the functions of visual rhetoric in a modern
TV talent show.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE

**Reasoning:** The abstract focuses on the visual rhetoric and excitement in reality TV shows, specifically ""The Voice,"" which is a fictional content format (EC4). Although it mentions diversity in visual characterization, the primary focus is not on media diversity in political communication (EC5, EC6). The study does not analyze media content or market diversity, nor does it address diversity analysis in media as defined by the inclusion criteria (IC3). Additionally, the abstract does not indicate a focus on media content or market analysis relevant to political communication (IC2).",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:19:32.930860
37,When corporations come to define the visual politics of gender.,"While stock photographs have come to saturate media and have been mocked for their clichéd nature, for example where women are pictured laughing alone with salad, a powerful corporation like Getty Images that disseminates commercial imagery globally has sought to challenge these stereotypes by making more politicized images. This article examines one such case, that is, Getty's Genderblend visual trend, which claims to portray gender identities and relations in ways that are both more inclusive and diverse, harnessing feminist theory as part of its promotion. Taking a multimodal discourse and visual design approach, the article looks at how corporate imagery can be styled as political and, in turn, how a politics of difference itself is shaped in the interests of the ideologies of consumer capitalism. [ABSTRACT FROM AUTHOR], Copyright of Journal of Language & Politics is the property of John Benjamins Publishing Co. and its content may not be copied or emailed to multiple sites or pos)",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE

**Reasoning:** The abstract does not meet the inclusion criteria for the following reasons: 

1. **EC2**: The focus is on stock photographs and corporate imagery, which does not align with the required focus on media content or market analysis as defined (e.g., news media, non-fictional TV shows, news articles).
2. **EC3**: The media is used as a context to discuss corporate imagery and visual politics rather than being central to the analysis of media diversity.
3. **EC5**: While the abstract mentions diversity in terms of gender identities and relations, it does not focus on media diversity in the context of political communication, such as filter bubbles, echo chambers, or newsroom diversity.
4. **EC6**: The diversity focus is on gender identities in corporate imagery, not on media diversity as required by the criteria. 

Overall, the abstract does not align with the primary focus on media diversity in political communication as specified in the inclusion criteria.",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:19:39.078785
38,"{Making DIVERSity Conform? An Intersectional, Longitudinal Analysis of LGBT-Specific Mainstream MEDIA Advertisements}","This study introduces an intersectional analysis of explicit LGBT portrayals in mainstream advertising between 2009 and 2015. The analysis provides insights into the (in)visibility of the LGBT community over a period of significant social change. It finds that although the number of explicit representations of LGBT characters has risen dramatically, 230 out of 240 intersections of sexuality, class, age, and race remain invisible. In using a new ad format—human interest ads—advertisers move away from hypersexualization, toward real individuals' stories of love and families. Nonetheless, the analysis highlights how the erasure of multiply marginalized groups in mainstream advertising continues to perpetuate a heteronormative, domesticized version of “gayness” and discusses the adverse effects that lie herein. It is proposed that non-LGBT consumers are the underlying target group of LGBT-explicit advertising, causing non-target market effects that alienate large parts of the LGBT community despite their overt inclusion. {\textcopyright} 2018 Taylor {\&} Francis.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE

**Reasoning:** The abstract focuses on LGBT portrayals in mainstream advertising, which does not align with the criteria for media content or market analysis related to political communication (IC2). Additionally, while it discusses diversity, it does so in the context of advertising rather than media diversity in political communication (EC2, EC6). The primary focus is on the representation of LGBT individuals in advertisements, not on media diversity in political communication, which is the central theme of the review.",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:19:42.611585
39,{Overview of the content distribution platform},"The Content Distribution Platform provides a platform for production
support, copyright management, media asset management, media delivery
and browsing by integrating various technologies, such as media
processing technology for voice and video and multimedia database
technology, which have long been studied by NTT Cyber Communications
Laboratory Group. It constitutes part of the Information Sharing
Platform being developed as a key objective of NTT Laboratories, and
will serve as the infrastructure for diverse content sharing platform
services, such as video content delivery services and digital asset
management services, which are intended to promote the secondary use of
digital content. This article presents the intended roles of the Content
Distribution Platform and the various technologies used in the platform.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE

**Reasoning:** The abstract does not meet the inclusion criteria for several reasons. Firstly, it does not focus on empirical or theoretical research related to media diversity in political communication (IC1). Secondly, while it discusses media content distribution, it does not analyze media content or market in the context of diversity (IC2, IC3). Additionally, the abstract does not focus on diversity analysis in media, as it lacks any mention of key terms related to diversity such as filter bubbles, echo chambers, or newsroom diversity (IC3). Furthermore, the abstract primarily describes a technological platform for content distribution, which does not align with the focus on media content or market analysis (EC2). Lastly, there is no mention of diversity as a primary focus, making it fall under EC5 and EC7.",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:19:48.718465
40,{Religious studies and teaching religion to children in Tatarstan. The case of Islam},"This article deals with children's instruction on Islam in the Republic of Tatarstan. Research is based on fieldwork in seven rural districts and six cities carried out in June-July 2017, as well as on the analysis of teaching programmes, textbooks and mass media publications. The study shows that the main factor of a particular model of religious education in Tatarstan is its multi-ethnic and multi-religious composition. As a result, only two ""modules"" are being used in the public schools - World Religious Cultures and Secular Ethics, while the four other ""modules"" linked to particular religions remain outside the public schools. Islam is being taught in a great diversity of forms: Muslim kindergartens, special courses operating near mosques, summer camps, discussions and meetings with Imams and Islamic clergy at schools, regular courses in Islamic ethics, and the private school ""Uthmaniya"" (Kazan), established by the Tatarstan Muslim Religious Board. The case of Tatarstan is an interesting example of building state-religious relations in post-Soviet and post-secular societies.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE

**Reasoning:** The abstract does not meet the inclusion criteria for the systematic literature review on media diversity in political communication. While the study involves analysis of mass media publications, it primarily focuses on religious education and the teaching of Islam in Tatarstan, rather than media content or market analysis (IC2). Additionally, there is no explicit focus on diversity analysis in media (IC3), as the diversity mentioned pertains to religious education forms rather than media diversity. The study also does not address media diversity as a primary focus, which is required to meet the inclusion criteria. Therefore, it does not satisfy the necessary conditions for inclusion in the review.",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:19:54.623733
41,{The Expediency of Hybridity: Beijing 2008},"In this article, we examine the Opening Ceremonies of the Beijing Olympiad as an opportunity for the Chinese government to ""speak"" using a highly expedient discourse of hybridity (Pieterse, 2004). Moreover, we ask how Beijing 2008 may be representative of a larger trend whereby Olympic events serve to chill free speech. We suggest that it is important to see how the apolitical discourse adopted by the International Olympic Committee and its corporate partners can serve to minimize conflicts for the sake of entertainment value. Building on previous work engaging the Chinese television show Super Girl (Peaslee, Berggreen, {\&} Kwak, 2010), in which the authors suggested that the show's disruption of gender conservatism (hybridity) was ""expedient,"" we apply the same theoretical construct to the 2008 Opening Ceremonies, where overt political control and abnegation of personal and press freedoms are obscured by a celebration of Sino-Olympic diversity. Using discourse and textual analysis, we examine the discursive context within China prior to the Games, the artistic program, and the cultural-linguistic packaging of that program by the American broadcaster NBC. We suggest that engaging these texts in close proximity allows the clearest view of the problematic relationship between states, artists, and corporations that background any Olympiad. {\textcopyright} 2012 Copyright Mass Communication {\&} Society Division of the Association for Education in Journalism and Mass Communication.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE

**Reasoning:** The abstract does not meet the inclusion criteria for the following reasons: 

1. **EC2**: The focus is not on media content or market analysis. The abstract primarily discusses the Opening Ceremonies of the Beijing Olympiad and the discourse of hybridity, rather than analyzing media content or markets.
   
2. **EC3**: Media is used as a context only. The abstract mentions the role of the American broadcaster NBC in the cultural-linguistic packaging of the program, but the central analysis is on the event and its political implications, not on the media content itself.

3. **EC5**: There is no primary focus on diversity analysis in media. While the term ""Sino-Olympic diversity"" is mentioned, it is in the context of political control and not as a primary focus of media diversity analysis.

4. **EC6**: The diversity focus is not on media diversity. The abstract discusses diversity in the context of political and cultural events, not in terms of media content or market diversity.

Overall, the abstract does not align with the systematic review's focus on media diversity in political communication.",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:20:00.449396
42,{Advertising and MEDIA in Asia: Setting some context},"From the point of view of the critical study of the advertising
industry, Asia has never been more interesting. Until the 1980s and
1990s respectively, Western-based advertising agencies were very much
excluded from the largest markets, China and India. Now these countries
are both undergoing rapid economic growth, and seeing the emergence of
new categories of consumers - not only the much-vaunted `middle class'.
Yet, for all the exceptional rates of growth in advertising expenditure
being recorded, and the breathless rhetoric of the trade press, the
impact the global advertisers and their agencies have upon Asia needs to
be put into perspective. For instance, although the use of the internet
and other new media is rapidly gaining ground, television still
dominates, because that is the medium favoured by the biggest-spending
advertisers in these countries. Ultimately, Asia is defined more by its
geographical unity than anything else, for in most relevant aspects its
diversity is arguably greater than that of any other world region, and
this is reflected in the collection of articles presented here.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE

**Reasoning:** The abstract does not meet the inclusion criteria for several reasons. Firstly, it does not focus on empirical or theoretical research related to media diversity in political communication (IC1). Secondly, while it discusses media content and market analysis (IC2), it does not focus on diversity analysis in media as required by IC3. The mention of diversity is peripheral and not central to the analysis, as it refers to the geographical diversity of Asia rather than media diversity (EC7). Additionally, the abstract does not focus on diversity in media content or market, but rather on the advertising industry's impact in Asia, which does not align with the primary focus on media diversity (EC5, EC6). Therefore, it does not meet the necessary criteria for inclusion.",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:20:04.707176
43,{Conceptualizing and Advancing Research Networking Systems},"Science in general, and biomedical research in particular, is becoming
more collaborative. As a result, collaboration with the right
individuals, teams, and institutions is increasingly crucial for
scientific progress. We propose Research Networking Systems (RNS) as a
new type of system designed to help scientists identify and choose
collaborators, and suggest a corresponding research agenda. The research
agenda covers four areas: foundations, presentation, architecture, and
evaluation. Foundations includes project-, institution- and
discipline-specific motivational factors; the role of social networks;
and impression formation based on information beyond expertise and
interests. Presentation addresses representing expertise in a
comprehensive and up-to-date manner; the role of controlled vocabularies
and folksonomies; the tension between seekers' need for comprehensive
information and potential collaborators' desire to control how they are
seen by others; and the need to support serendipitous discovery of
collaborative opportunities. Architecture considers aggregation and
synthesis of information from multiple sources, social system
interoperability, and integration with the user's primary work context.
Lastly, evaluation focuses on assessment of collaboration decisions,
measurement of user-specific costs and benefits, and how the large-scale
impact of RNS could be evaluated with longitudinal and naturalistic
methods. We hope that this article stimulates the human-computer
interaction, computer-supported cooperative work, and related
communities to pursue a broad and comprehensive agenda for developing
research networking systems.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE  
**Reasoning:** The abstract does not meet the inclusion criteria for the systematic literature review on media diversity in political communication. It focuses on Research Networking Systems (RNS) and collaboration in scientific research, which does not involve media content or market analysis (IC2) or diversity analysis in media (IC3). Additionally, the abstract does not mention any media-related diversity terms or concepts, and the primary focus is on scientific collaboration rather than media diversity. Therefore, it does not satisfy the inclusion criteria and should be excluded.",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:20:07.651077
44,{Using technology to support equity and inclusion in youth library programming: Current practices and future opportunities},"This article extends prior work investigating public youth librarians' efforts to incorporate digital media technologies into youth programming. We conducted interviews and focus groups with 92 youth-serving library staff working in public libraries across the United States. Using connected learning as a theoretical framework, our analysis revealed various ways that technology is used in youth-focused library programming, providing youth with opportunities to collaborate with peers and adults, to pursue their interests, and to exercise creativity through production-centered activities. Our analysis also revealed specific challenges facing public youth librarians in their efforts to leverage digital and networked technologies to create equitable, inclusive learning environments. This article contributes new empirical evidence demonstrating the specific roles that librarians can play in creating rich, technology-enabled environments for diverse youth patrons and the resources and supports librarians need to succeed in their efforts. {\textcopyright} 2018 by The University of Chicago. All rights reserved.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE

**Reasoning:** The abstract does not meet the inclusion criteria for the systematic literature review on media diversity in political communication. While it is empirical research (IC1), it does not focus on media content or market analysis related to political communication (IC2). The study is centered on youth library programming and the use of digital media technologies in that context, which does not align with the focus on media diversity in political communication. Additionally, there is no analysis of diversity in media content or markets (IC3). The abstract also does not meet the exclusion criteria EC2, EC3, EC4, EC5, EC6, EC7, or EC8, as it does not focus on media content or market analysis, and diversity is not the primary focus in the context of media.",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:20:13.661883
45,{The Autobiography of Intercultural Encounters through Visual MEDIA: exploring images of others in telecollaboration},"Positioned against the background of the Council of Europe's interest in developing intercultural competence through education, the study presented in this paper investigates the impact on intercultural visual literacy of the Council of Europe's Images of Others – An Autobiography of Intercultural Encounters through Visual Media (AIEVM). In our study, the AIEVM was used within the context of an online intercultural exchange between pre-service language teachers. Findings indicate increased intercultural awareness as students at universities in Germany and Spain engaged with the visually ‘mediated other' through working systematically with the AIEVM. Multiperspectivity and critical cultural awareness in particular were shown to be enhanced through discussing ‘images of others' in culturally diverse tandem teams. {\textcopyright} 2014, Taylor {\&} Francis.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE

**Reasoning:** The abstract does not meet the inclusion criteria for the systematic literature review on media diversity in political communication. While it involves media, the focus is on intercultural competence and visual literacy rather than media content or market analysis (IC2). Additionally, the study does not focus on diversity analysis in media as defined by the key terms provided (IC3). The diversity focus is on intercultural awareness and multiperspectivity, which does not align with the specified diversity analysis criteria. Furthermore, the media is used as a context for intercultural exchange rather than being central to the analysis (EC3). Therefore, it does not meet the necessary criteria for inclusion.",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:20:18.014044
46,{Facilitating social and natural science cross-disciplinarity: Assessing the human and social dynamics program},"Research that integrates the social and natural sciences is vital to
address many societal challenges, yet is difficult to arrange, conduct,
and disseminate. This article analyses the cross-disciplinary character
of the research supported by a unique US National Science Foundation
program on Human and Social Dynamics (HSD). It presents evidence that
research publications deriving from this support chiefly pertain to the
Social and Behavioral Sciences, but extend widely into the Bio and
Medical Sciences, Environmental Sciences, and Physical Sciences and
Engineering. Integration scores, based on the diversity of references
cited, indicate that the HSD-derived publications are notably more
interdisciplinary than those of comparable programs. Diffusion scores,
together with science overlay maps, show that uptake of the HSD
publications extends into the natural, as well as social, sciences.
Research networking analyses, together with a new composite mapping
approach, point toward successful catalysis of a new research community.
The measures and maps of cross-disciplinary research activity that are
advanced here may prove useful in other research assessments.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE

**Reasoning:** The abstract does not meet the inclusion criteria for the systematic literature review on media diversity in political communication. Specifically, it fails to satisfy IC2 and IC3 as it does not focus on media content or market analysis, nor does it analyze diversity in media. Instead, the abstract discusses cross-disciplinary research in the context of social and natural sciences, which is outside the scope of media diversity. Additionally, the abstract does not mention any key terms related to media diversity analysis, such as filter bubbles, echo chambers, or newsroom diversity. Furthermore, the focus is on research integration and interdisciplinarity rather than media diversity, leading to exclusion based on EC2, EC5, and EC6.",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:20:22.355408
47,{JOURNALIStic field wars: Defending and attacking the national narrative in a DIVERSifying JOURNALIStic field},"Whereas others have noticed a strengthening of journalistic-state
relations due to pressures caused by new media, this analysis reveals an
ideological strengthening of the state-journalistic partnership. This
article uses a deep reading of journalistic coverage of the
WikiLeaks-released cables to examine the influence of field position
upon newswork and narratives from diverse sources. Despite the hope that
new technologies will enable new journalistic forms, establishment
journalism continues its allegiance to traditional practices that are a
consequence and cause of the national narrative. Because of competition
within the journalistic field made possible by changing political
economies, one reaction of dominant news organizations is to become more
committed to the national narrative to maintain their position of
strength within the field.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE

**Reasoning:** The abstract does not meet the inclusion criteria for a focus on diversity analysis in media (IC3). While it mentions ""diverse sources,"" the primary focus is on the ideological strengthening of state-journalistic partnerships and the national narrative, rather than a detailed analysis of media diversity. Additionally, the mention of ""diverse sources"" appears to be peripheral and not the primary focus of the study, which aligns with EC7 (Peripheral diversity mention). The study also does not explicitly analyze media content or market diversity, which is required for inclusion.",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:20:26.961830
48,"{Bravas, permitidas, obsoletas: Mapuche women in the Chilean print MEDIA}","The author explores how dichotomous representations of women and Indians came into play in Chilean print media representations of Mapuche women from 1997 to 2003, at the height of conflicts between the Mapuche people, the state, and elites in southern Chile. The author finds there were three competing representations of Mapuche women, which reproduce assumptions not just about them but about the people as a whole. Together, they accentuate, and simultaneously complicate, dichotomous views of Indians and women. These media portrayals are significant because they reflect and reinforce the central principles of neoliberal multiculturalismthe prevailing form of governance in contemporary Latin Americawhich promotes diversity while perpetuating the marginalization of indigenous peoples and many of their rights. This analysis of images in print media contributes to understandings of how race and gender ideologies continue to inform debates over national belonging in contemporary Latin America.",False,False,0,0,EXCLUDE,0,"**Decision:** EXCLUDE  
**Reasoning:** The abstract does not meet the inclusion criteria for a systematic literature review on media diversity in political communication. While it involves media content analysis (IC2), it does not focus on diversity analysis in media as defined by the inclusion criteria (IC3). The study examines representations of Mapuche women in Chilean print media, which relates to race and gender ideologies rather than media diversity concepts like filter bubbles, echo chambers, or newsroom diversity. Additionally, the focus is on cultural representations rather than media diversity, leading to exclusion based on EC5 (No diversity focus) and EC6 (Non-media diversity focus).",001,LB,SYS_001,USR_001,gpt-4o,0.0,2025-08-14T11:20:31.600638
